Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,age
-1,1,3,-1,1,0,7.968253968,5.174603175,8.238095238,4.492063492,67.15873016,24.88888889,2.380952381,2.063492063,63.88888889,21.76190476,-0.1111111111,5.920634921,4.507936508,-0.7777777778,0.1428571429,77.77777778,31.44444444,-0.07079365079,0.8095238095,-2.936507937,-1.380952381,-0.230952381,90,39.22222222,-1,-1,14.3968254,7.857142857,-0.253968254,-0.9682539683,80.71428571,22.31746032,-5.587301587,-6.19047619,50.22222222,1.047619048,-0.07936507937,10.25396825,6.253968254,-0.09523809524,-0.1111111111,74.87301587,15.15873016,-0.1977777778,-0.5238095238,2.888888889,1.174603175,0.306031746,54.79365079,-5.603174603,2,293.8095238,-1,0,-1,0,1,-1,0,-1,0,5.08,0,3
-1,1,3,1,-2,0,9.5,5.416666667,26.58333333,19.5,-27.5,16.5,0,-0.9166666667,-19,21.16666667,0.3333333333,8.583333333,8.5,-0.75,0.1666666667,-0.9166666667,35.08333333,0.1966666667,-0.5,-0.4166666667,-0.08333333333,0.08416666667,5.5,41.58333333,-1,3,15.33333333,8.333333333,25.33333333,13.83333333,48.08333333,18.91666667,-3,-2.416666667,50.66666667,17.5,-0.25,4.416666667,4.5,0.9166666667,0,70.41666667,30.33333333,-0.0075,-0.3333333333,5.083333333,0.9166666667,-0.3366666667,78.16666667,38.16666667,6,80.33333333,0,0,-1,1,0,-1,0,-1,-10.16,-7.62,-10,7
-1,1,3,1,0,0,-2.007692308,-2.323076923,-5.3,-4.207692308,21.21538462,14.05384615,2.530769231,0.8384615385,13.45384615,6.769230769,0.5461538462,7,6.238461538,-0.1076923077,0,18.44615385,10.68461538,-0.01876923077,-0.6923076923,0.2153846154,0.1461538462,-0.01384615385,-3.930769231,-9.838461538,0,-1,-0.3538461538,-0.2153846154,-3.515384615,-2.369230769,18.30769231,5.461538462,-7.9,-5.4,11.4,1.938461538,-0.1615384615,-4.153846154,-4.030769231,-0.1769230769,-0.1538461538,6.892307692,-2.307692308,-0.04753846154,-0.1076923077,-1.707692308,-0.3230769231,-0.04807692308,-19.6,-27.33076923,-8,-47.33846154,0,0,-1,1,1,-3,0,-2,-5.08,-10.16,0,2
1,1,3,0,0,0,-0.4505494505,-0.1648351648,2.252747253,2.10989011,-10.41758242,-3.945054945,3.186813187,1.736263736,-1.384615385,2.406593407,0.2857142857,-3.142857143,-2.340659341,-1.285714286,0.2637362637,-4.978021978,-0.0989010989,-0.02989010989,-0.7362637363,-3.483516484,-1.032967033,-0.1715384615,-13.43956044,-9.450549451,-2,0,2.076923077,0.7692307692,0.8901098901,0.6373626374,8.494505495,3.186813187,-4.10989011,-3.461538462,1.901098901,-1.571428571,0,1.296703297,1.164835165,0.7692307692,-0.2417582418,5.274725275,0.3626373626,0.003736263736,0.6923076923,3.252747253,1.065934066,0.1496703297,-20.61538462,-22.59340659,-18,-117.2747253,0,0,0,-4,1,-3,0,-6,2.54,7.62,0,-2
-1,1,3,0,0,0,0.6666666667,-0.6666666667,6.333333333,6.666666667,-42.66666667,-12.33333333,-22.33333333,-20,-64.66666667,-29.66666667,0,5.333333333,4.666666667,-0.3333333333,0,-58.66666667,-25.66666667,0.1233333333,2.666666667,-3,-1.333333333,-0.01333333333,-89.66666667,-55.66666667,0,-2,-6.333333333,-4.333333333,-1.666666667,-0.6666666667,-35.33333333,-11,-4.666666667,-3.333333333,-31.66666667,-8.333333333,0,-3.666666667,-2.333333333,-1,0,-41.66666667,-15,-0.006666666667,-1.666666667,-2.333333333,-2.333333333,-0.4833333333,-60.33333333,-30.66666667,-7,-486,0,0,0,-1,0,1,0,0,0,-7.62,10,-2
1,1,5,-3,3,0,-1.255244755,-2.877622378,-2.178321678,-1.195804196,5.055944056,-9.388111888,-1.594405594,-0.8881118881,12.05594406,0.01048951049,0.2797202797,-9.517482517,-8.604895105,-0.5454545455,0.1048951049,1.283216783,-11.47202797,-0.1326573427,-0.02097902098,-1.842657343,-0.6398601399,-0.2187062937,-3.27972028,-15.23076923,-5,-2,0.527972028,-0.03846153846,1.101398601,1.248251748,-10.63286713,-3.216783217,-0.4020979021,0.1958041958,-9.961538462,-1.653846154,0.09440559441,-0.5,-0.08041958042,0.4545454545,-0.03846153846,-9.933566434,-1.772727273,-0.008636363636,0.06643356643,-0.2202797203,0.3146853147,0.1354195804,-11.46853147,-2.863636364,-34,-112.3531469,-1,0,1,-6,-6,-2,0,-13,-7.62,5.08,0,-4
1,1,3,0,0,0,6.916666667,4.366666667,4.416666667,3.883333333,59.4,27.66666667,-1.55,-0.5166666667,47.88333333,19.61666667,0.03333333333,7.466666667,7.05,0.8333333333,-0.08333333333,62.26666667,31.03333333,-0.05833333333,0,0.55,0.6666666667,0.2621666667,108.2,70.18333333,-3,-1,6.166666667,6.7,11.45,8,68.05,30.11666667,-3.666666667,-2.533333333,66.31666667,25.91666667,-0.08333333333,3.35,2.966666667,-1.15,-0.08333333333,75.83333333,35.58333333,-0.1321666667,0.03333333333,0.06666666667,-1.033333333,-0.1688333333,79.88333333,38.61666667,-9,387.05,0,0,-1,1,-6,0,0,-6,0,-2.54,-11,-1
1,1,3,0,-2,0,1.305555556,3.902777778,7.263888889,4.944444444,-26.82638889,-6.944444444,8.423611111,5.465277778,-12.93055556,-1.694444444,-0.1458333333,0.4861111111,1.256944444,0.6666666667,-0.1597222222,-11.13888889,3.465277778,0.1801388889,-0.1805555556,1.493055556,0.7013888889,0.2606944444,-2.666666667,10.0625,2,3,0.8125,1.243055556,0.3680555556,1.277777778,-11.47916667,-4.576388889,1.493055556,0.6805555556,-7.951388889,-2.1875,-0.3819444444,-2.479166667,-1.673611111,0.5694444444,0.125,-9.618055556,-2.618055556,0.1113888889,0.3125,0.03472222222,-0.06944444444,-0.04645833333,10.65972222,14.22916667,21,156.7847222,0,0,1,3,0,-1,1,4,-15.24,-15.24,0,9
1,1,3,0,0,0,-4.25,-3.5,1.583333333,-0.9166666667,-12.25,-8.666666667,-2.166666667,-1.916666667,-4.833333333,-4.75,0.08333333333,-3.75,-3.25,-1.083333333,0.08333333333,-12.83333333,-11.5,-0.3183333333,-0.3333333333,-2.666666667,-1.166666667,-0.4666666667,-21,-18.66666667,-1,1,0.9166666667,1,1.583333333,0.6666666667,-11,-0.25,4,3.166666667,0.8333333333,7.833333333,0.5833333333,-7.166666667,-5.25,-0.1666666667,0,-5.416666667,3.583333333,0.07333333333,-0.5,1,-0.75,-0.4741666667,-15,-5.333333333,-7,-230,0,0,0,-2,0,-1,0,-3,-5.08,2.54,-15,9
-1,1,3,0,-1,0,-1.6,-0.2,-3.8,-3.7,-23.5,-7.4,-63.6,-45.3,-86.5,-55,0.2,-2.8,-1.2,-3.5,0.4,-90.9,-56.4,-0.103,0.6,-4.7,-2.8,-0.27,-141.3,-96.2,0,2,-5,0.8,2.9,2.2,-48.3,-4.6,7.8,3.4,-31.7,1.2,0.4,-0.9,-1,0.6,0,-37.6,1,0.238,-0.5,1.5,1.2,0.24,-32.6,4.9,5,-236.8,0,0,0,0,0,1,0,1,0,15.24,0,4
1,1,3,0,0,0,16.33333333,11.66666667,6.333333333,3.333333333,132.3333333,34.66666667,5.666666667,4.333333333,126.6666667,30,0.6666666667,1.333333333,0.6666666667,1.666666667,0.3333333333,144.3333333,42.33333333,-0.04666666667,0.3333333333,0,-0.3333333333,-0.6666666667,140.3333333,40.66666667,1,1,7.666666667,3.666666667,5.666666667,2.666666667,103.3333333,32,-13.66666667,-7.666666667,82.33333333,18.33333333,-0.6666666667,5.333333333,5,2,0,95.33333333,27,-0.2166666667,-0.6666666667,5.333333333,3.333333333,0.5466666667,119,43,7,553.3333333,0,0,1,0,0,0,0,1,0,5.08,10,-5
-1,1,3,0,0,0,18.16666667,12.66666667,19.16666667,17.16666667,137.8333333,48.33333333,-2.5,-1.5,132.8333333,49.5,0,3.5,1.833333333,0.1666666667,-0.3333333333,154.5,64,-0.025,0.3333333333,-2.666666667,-0.3333333333,-0.1666666667,162,65.66666667,0,0,17.83333333,12.16666667,26.16666667,17.83333333,100.6666667,41.66666667,-16.16666667,-11.16666667,84.16666667,28,0,8.666666667,8.166666667,-5,-0.3333333333,110.6666667,48.33333333,0.02666666667,0,1.666666667,-1.5,-0.5133333333,64,4.5,-1,243,0,0,0,0,0,-1,0,-1,2.54,0,-10,-6
-1,1,3,-2,0,0,2.305555556,1.694444444,0.02777777778,-0.9444444444,73.44444444,31.5,-0.6666666667,-1.25,74.58333333,31.11111111,0.1388888889,-4.083333333,-3.5,-0.4166666667,-0.05555555556,72.80555556,29.30555556,-0.1286111111,0.02777777778,-4.361111111,-1.888888889,-0.3805555556,76.77777778,33.08333333,0,-10,17.27777778,8.777777778,-6.888888889,-7.138888889,43.22222222,11.80555556,-0.3333333333,-0.6388888889,13.75,-6.638888889,0.08333333333,4.972222222,1.888888889,0.8333333333,-0.1666666667,36,4.027777778,-0.1166666667,-0.6111111111,-1.333333333,-0.02777777778,0.0975,15.72222222,-15.19444444,-33,159.6666667,0,0,0,-2,-1,-1,0,-4,2.54,0,0,-10
1,1,5,-1,1,0,-2.444444444,-1,-1.513888889,-1.083333333,-24.36111111,-11.08333333,8.486111111,6.972222222,-7.305555556,0.6111111111,-0.4166666667,-7.638888889,-4.805555556,0.8333333333,0,-17.38888889,-5.194444444,0.02125,0.75,-3.736111111,-1.263888889,-0.06361111111,-27.02777778,-14.72222222,-3,1,-10.69444444,-3.652777778,-2.388888889,-0.1944444444,-37.30555556,-10.375,-1.833333333,-0.8611111111,-24.86111111,-4.25,0.375,-5.972222222,-3.527777778,-0.1666666667,0,-41.52777778,-11.43055556,0.08138888889,-0.1111111111,-2.513888889,-0.2777777778,-0.007222222222,-44.83333333,-13.77777778,-13,-377.2777778,1,0,-1,-1,-3,3,0,-2,7.62,10.16,0,-7
-1,1,3,0,1,0,3.4,4.133333333,8,6.066666667,-0.8,-5.6,15.26666667,12.6,14.46666667,4.2,-0.3333333333,4.6,4.733333333,0.6666666667,-0.06666666667,22.46666667,13.06666667,0.09066666667,-0.06666666667,6.933333333,3.333333333,0.3653333333,39.6,25.73333333,-2,-5,-2.333333333,-1.933333333,2.466666667,2.666666667,3.8,-1.666666667,-11.53333333,-9,-2.133333333,-5.733333333,-0.3333333333,-0.8,-0.3333333333,-1.4,-0.06666666667,-5.266666667,-8,0.1206666667,-0.2,-3,-0.4,0.01333333333,-27.8,-26.66666667,-28,-129.8666667,-1,0,0,0,-6,0,1,-5,15.24,20.32,0,-17
1,1,3,0,0,0,-1.75,-1.75,-8.25,-5.5,-5.5,-9.25,11.5,6.25,2.5,-3.75,-1,-3,-3,1.25,0,-2.25,-8.5,-0.25,0.25,0,1.25,0.5,29.5,14.25,0,2,-2.5,-3.5,-5.5,-5.75,7,5.5,5.25,5.5,8.25,8,0.5,1,0.75,-0.75,0,6.75,5.25,0.04,0.25,-1.75,0,0,5.5,3.25,4,-54.5,0,0,0,0,0,1,0,1,-5.08,-2.54,-17,8
1,1,3,0,2,0,-1.964285714,-0.9107142857,-0.9285714286,-1.017857143,35.30357143,15.80357143,-7.357142857,-6.303571429,21.96428571,4.160714286,0.5714285714,7.017857143,5.232142857,-0.3928571429,0.01785714286,27.01785714,8.482142857,-0.01321428571,-0.5,-2.071428571,-0.8928571429,-0.01267857143,13.01785714,-4.232142857,1,-1,-2.267857143,-1.357142857,-0.5357142857,-0.6428571429,28.76785714,11.96428571,-4.821428571,-3.589285714,24.46428571,7.375,0.1607142857,1.214285714,1.714285714,-0.4107142857,-0.375,23.41071429,7.732142857,-0.09785714286,-0.03571428571,1.232142857,0.5178571429,-0.02964285714,13.76785714,0.9107142857,-4,-121.8571429,0,0,0,0,4,-3,-1,0,2.54,-5.08,0,6
1,1,3,0,0,0,4.333333333,2,-4,-3.333333333,106.3333333,25.33333333,-3.333333333,-4.333333333,102.3333333,20,-0.3333333333,-7.666666667,-4.333333333,-1.333333333,0,99,17.66666667,-0.3166666667,-0.3333333333,1.333333333,-0.6666666667,-0.3333333333,86,6,-2,0,0.6666666667,-2,6.333333333,6,61,33.33333333,4,1,62,34.66666667,0.6666666667,8.666666667,7.666666667,-1.333333333,0,71.33333333,40.33333333,0.06,0,-2.666666667,-1.333333333,-0.2666666667,69.33333333,40.33333333,-3,8.333333333,0,0,0,0,-1,-1,0,-2,-5.08,-2.54,0,5
-1,1,3,-2,2,0,-1.7,0.05,8.55,5.15,-36.95,-10.65,0.35,0.3,-24.1,-3.6,-0.15,-2.25,-1.65,1.7,0.25,-28.05,-5.2,0.1105,-0.6,0.3,0.9,0.293,-5.75,15.1,0,-1,4.7,2.95,8.1,3.8,-9.45,-7.85,3.6,2.75,-1.8,-3.6,0.35,-0.65,-0.65,-1.4,0.3,2.25,-1.3,0.0455,-0.15,-1.1,-0.2,0.068,-10.3,-11.85,-1,-30.55,0,0,-1,1,0,0,0,0,2.54,5.08,0,-4
1,1,3,0,0,0,-1.666666667,-2.333333333,-3.333333333,-5,-15.66666667,-15.66666667,-11,-9.666666667,-14,-16,-0.3333333333,-14.33333333,-12,-1.666666667,-0.3333333333,-30,-30.33333333,-0.1433333333,0,4.333333333,3,-0.04,0.3333333333,-6.666666667,0,0,5.666666667,4.333333333,3,3,-37,-4.666666667,4,2,-38,-6,0.3333333333,2.333333333,2,-0.3333333333,-0.3333333333,-30,0.3333333333,0.1533333333,0,-1.666666667,-0.6666666667,-0.5,19.66666667,47.66666667,1,158,0,0,0,1,-1,0,0,0,12.7,0,0,-4
1,1,3,0,1,0,2.6,1.7,0.5,0.6,28.5,14.3,1.5,1.3,25.4,12.4,0.5,2.5,2.1,-1.9,0.4,30.5,16.2,0.128,0.3,-3,-1.1,-0.138,18.9,5.2,-1,-3,-9.9,-5.9,-8.3,-6.5,-21.8,-5.1,15.1,11.2,-2.2,7.6,-0.3,-2.9,-2.1,1,0.1,-15,-0.4,-0.021,1.3,0.7,0.6,0.015,-29,-13.2,-15,-265.1,0,0,0,-3,1,0,0,-2,0,-5.08,0,-3
1,1,3,-3,0,0,-5.652173913,-3.191304348,-4.72173913,-3.834782609,25.71304348,10.85217391,8.982608696,5.226086957,38.95652174,18.04347826,-0.2608695652,-3.330434783,-2.608695652,1.269565217,-0.04347826087,29.97391304,12.24347826,-0.03730434783,0,2.104347826,1.147826087,0.102173913,64.34782609,41.12173913,-2,-8,-1.286956522,-1.295652174,-5.347826087,-3.130434783,-9.043478261,11.54782609,5.6,4.886956522,-11.24347826,10.86956522,0.2956521739,3.739130435,3.730434783,1.695652174,0.1565217391,-8.791304348,13.30434783,0.1110434783,0.1130434783,1.834782609,1.330434783,0.04286956522,0.6086956522,23.76521739,-44,195.9565217,-1,0,-2,-3,-4,0,-1,-10,-2.54,-5.08,0,3
-1,1,3,0,2,0,3.25,1.583333333,0,0,8.166666667,-1.25,2.083333333,1,10.75,1.916666667,-0.5,-3.75,-3.75,2.583333333,0.25,10.25,-0.25,-0.02833333333,1,2.25,2.166666667,0.4975,15.83333333,3,1,-2,-2.916666667,-3.75,-3.416666667,-4.083333333,7.916666667,-3.333333333,-3.666666667,-2.75,-3,-9.833333333,0.25,6.75,3.416666667,-1,0.25,0.8333333333,-10.16666667,-0.02083333333,0.4166666667,-2.25,-2,-0.1916666667,-5.166666667,-15.41666667,-5,32.5,1,0,0,1,-2,1,0,0,2.54,0,0,1
1,1,3,-1,1,0,-4.5,-4,-20,-16.5,108,29,6,6,69,7,1,29.5,15.5,1,0,94,18.5,-0.155,0,1,1,1,84,9,0,-1,-14.5,-10,-25.5,-20,76.5,20.5,-7,-5,46,-4.5,0,12.5,10,-1,0,44,-4.5,-0.21,0,-11.5,-1,-0.085,5.5,-37,-3,0,0,0,0,0,0,0,0,0,0,-2.54,0,-3
1,1,5,-3,2,0,0.6363636364,0.9545454545,15.04545455,9.227272727,-8.045454545,-2.409090909,21.18181818,14.95454545,35.18181818,26.54545455,-0.09090909091,-7.636363636,-5.727272727,0.6818181818,-0.09090909091,28.18181818,21.77272727,0.1522727273,-0.3636363636,2,0.8636363636,0.2204545455,33.40909091,24.86363636,-6,-8,1.954545455,3.954545455,1.818181818,1.5,-12.5,1.272727273,0.09090909091,-0.2272727273,-5.454545455,1.636363636,-0.1363636364,-7.090909091,-3.045454545,0,-0.04545454545,-10.59090909,2.545454545,0.2372727273,0.1818181818,-0.3636363636,0.2272727273,-0.01590909091,-17.95454545,-4.5,-52,-157.7727273,-5,0,-1,-5,-5,-1,0,-12,0,2.54,0,-9
1,1,3,1,-5,0,-0.5,-0.9444444444,1.611111111,0.3333333333,47.94444444,20.72222222,-3.5,-2.611111111,41.05555556,14.16666667,-0.1111111111,5.5,5.222222222,-4.111111111,-0.1111111111,46.05555556,18.44444444,-0.05611111111,-0.3333333333,-8.111111111,-2.888888889,0.06555555556,38.11111111,11.27777778,-4,-1,5.055555556,0.1111111111,-2.166666667,-3.5,53.05555556,12.88888889,-5.555555556,-3.444444444,31.61111111,-0.3888888889,0,8.666666667,6.222222222,-1.111111111,-0.1111111111,45.33333333,5.944444444,-0.1561111111,-0.3333333333,4.333333333,0.6111111111,-0.1483333333,26.16666667,-11.55555556,-19,112.4444444,0,0,-1,-3,0,-2,0,-6,10.16,15.24,-15,-8
1,1,3,-1,1,0,-5.666666667,-3,-1.666666667,-5.166666667,-37.83333333,-7.666666667,13.33333333,13.33333333,-13.5,8.666666667,-0.1666666667,-7,-5.166666667,1.333333333,0,-26.16666667,0.5,0.2083333333,1,-2.166666667,0,0.7383333333,-46.83333333,-18.16666667,0,-3,-10.16666667,-8,-11,-8.666666667,-41,-20.33333333,-2,-1.666666667,-40.16666667,-19.33333333,-0.1666666667,-3.666666667,-3.333333333,-0.6666666667,0,-54,-30.66666667,-0.265,-0.1666666667,-2.166666667,-0.6666666667,-0.205,-80.66666667,-54.66666667,-13,-550,0,0,-1,-1,-1,1,0,-2,0,-5.08,-16,-7
1,1,3,0,0,0,4,2.464285714,0.3571428571,1.678571429,-55.57142857,-15.89285714,9.321428571,5.571428571,-43.89285714,-7.214285714,-0.2142857143,-6,-3.892857143,0.9285714286,-0.25,-45.89285714,-8.642857143,0.1010714286,1.142857143,0.4285714286,-0.3214285714,-0.2871428571,-43.64285714,-7.285714286,1,1,-6.178571429,-5.357142857,-1.142857143,-0.4642857143,-54.5,-17.67857143,12.35714286,10.35714286,-46.35714286,-7.178571429,0,9.25,4.75,0.7857142857,0.2857142857,-43.28571429,-7.785714286,0.1167857143,-0.75,-0.5714285714,-0.3928571429,-0.04714285714,-17.32142857,14.82142857,7,-67.53571429,0,0,0,0,0,2,0,2,2.54,5.08,0,-7
1,1,3,0,0,0,3.916666667,3,2.583333333,1.833333333,36.66666667,17.5,-6.75,-3.5,32.25,15.25,-0.08333333333,-3.666666667,-2.416666667,0.25,0.3333333333,32.5,15.83333333,0.02166666667,0.3333333333,0.5833333333,0.1666666667,-0.01666666667,33.83333333,16.83333333,-1,-2,4.166666667,3.416666667,5.333333333,3.083333333,31.41666667,19.08333333,12.08333333,9.583333333,37.75,21.16666667,-0.1666666667,6.916666667,7.166666667,1.083333333,0,48.83333333,31.75,0.1783333333,-0.08333333333,1.166666667,1.333333333,0.1266666667,81.83333333,62.16666667,-3,344.1666667,0,0,0,0,-4,0,0,-4,5.08,0,0,-5
1,1,3,0,0,0,12.03472222,7.597222222,6.618055556,5.215277778,28.99305556,9.604166667,4.395833333,2.208333333,25.375,6.590277778,0.2638888889,2.597222222,2.840277778,-1.055555556,0.125,40.00694444,17.02777778,0.02673611111,-0.2083333333,-1.763888889,-0.3888888889,-0.04236111111,50.31944444,26.65972222,0,4,-3.298611111,-1.486111111,3.347222222,1.916666667,-14.86805556,-4.763888889,2.229166667,0.7361111111,-3.576388889,1.347222222,-0.4930555556,-2.416666667,-1.972222222,0.4513888889,-0.1597222222,-9.291666667,-2.111111111,0.07638888889,0.125,4.805555556,1.826388889,0.2751388889,-5.631944444,1.284722222,14,-86.38888889,-1,0,0,1,3,-1,0,3,5.08,7.62,0,-2
1,1,3,0,-1,0,-6.2,-2.3,-3.2,-2.1,-4.8,-1.5,-7.1,-4.9,-6,-3.7,0.3,-2.9,-2.5,-3.2,0,-15.1,-8.5,-0.125,-0.4,-6.5,-2.6,-0.402,-48.6,-36,-1,0,-7.6,-5,-2.2,0,15.3,4,2.6,2.4,23.7,11.4,0.3,-0.4,0,4.7,0,15.7,6.4,0.026,0.1,1.2,1.8,0.434,12.4,1.1,-8,-249.3,0,0,0,-3,0,0,0,-3,-5.08,-10.16,0,-3
1,1,3,-1,0,0,-7.276785714,-5.196428571,-1.964285714,-2.008928571,28.28571429,11.875,-6.116071429,-3.883928571,24.5625,9.714285714,-0.1875,2.919642857,1.464285714,-0.9464285714,-0.0625,20.20535714,5.982142857,-0.05767857143,0.7857142857,0.9464285714,-0.4285714286,-0.03214285714,17.25892857,2.991071429,0,-3,5.375,4.258928571,1.517857143,0.02678571429,120.7678571,36.08035714,-14.52678571,-10.625,104.3660714,21.83035714,0.4285714286,-1.982142857,-0.6071428571,-0.5892857143,-0.3125,107.7589286,25.48214286,-0.1647321429,0.08035714286,-1.267857143,-0.8303571429,-0.09142857143,75.16964286,-3.053571429,-20,-29.11607143,1,0,-1,-3,-2,0,0,-6,-7.62,-15.24,0,-7
1,1,3,0,0,0,-17,-10,-6,-6,-36,-11,16,10,-9,3,1,0,0,1,0,-26,-7,0.15,-4,-4,-1,-0.25,-26,-7,0,0,-4,-4,-10,-7,-18,-5,-18,-16,-41,-24,0,-1,0,0,0,-46,-28,-0.24,0,-10,-6,0.37,-93,-70,-2,-664,0,0,-1,0,0,1,0,0,2.54,2.54,0,-7
1,1,5,-1,2,0,-4,-2.75,2.305555556,1.888888889,9.111111111,3.277777778,-2.111111111,-3.944444444,9.527777778,1.944444444,0.3055555556,3.777777778,2.027777778,-1.5,-0.1111111111,9.305555556,1.222222222,-0.03055555556,-0.5277777778,0.1388888889,-0.25,-0.2730555556,18.94444444,9.833333333,0,1,3.027777778,3.138888889,1.472222222,1.555555556,-6.055555556,-1.638888889,-3.805555556,-1.5,-12,-5,-0.1388888889,0.5833333333,0.2777777778,0,-0.1111111111,-8.388888889,-1.583333333,-0.1183333333,0,0.1944444444,0,0,-10.19444444,-2.472222222,4,-96.72222222,0,0,0,1,4,-3,0,2,0,12.7,0,-4
-1,1,3,-2,1,0,0.3650793651,0.126984127,-9.857142857,-6.595238095,17.8968254,6.682539683,-11.98412698,-9.373015873,-4.126984127,-8.523809524,-0.02380952381,-0.1825396825,-0.8888888889,-0.9603174603,0.119047619,-3.944444444,-9.285714286,-0.09793650794,-0.746031746,-2.865079365,-0.8968253968,0.1136507937,-24.16666667,-27.01587302,-6,-1,-0.7619047619,-1.428571429,-9.658730159,-7.420634921,7.80952381,5.96031746,2.674603175,1.365079365,-0.8015873016,-1.714285714,-0.3888888889,2.388888889,3.047619048,0.1428571429,0.07936507937,0.8253968254,-0.09523809524,-0.007777777778,0.05555555556,-0.06349206349,0.9047619048,0.2314285714,-0.1111111111,-0.1746031746,-12,-28.94444444,-1,0,-2,-1,1,-2,0,-4,12.7,20.32,-10,-4
-1,1,3,0,2,0,-2.666666667,-0.6666666667,2.166666667,0.8333333333,1.666666667,2,13.83333333,8.166666667,22,11.83333333,0.6666666667,-1.666666667,-0.1666666667,4,0,17.66666667,11,0.08166666667,-0.6666666667,4.833333333,2,0.1666666667,37.5,25.66666667,2,-1,0,-0.6666666667,9.166666667,8.666666667,2.666666667,-1.833333333,-4,-2.333333333,7.833333333,5.166666667,0,0,0,0,0,7.833333333,4.5,0.1016666667,-0.5,-1.5,-1.5,-0.5,9.5,4.5,2,-59.83333333,0,0,0,1,1,0,0,2,-7.62,-2.54,10,1
1,1,3,0,0,0,12.88888889,11.55555556,16.55555556,17.22222222,210.1111111,112.3333333,-2,-1.333333333,218.2222222,121.5555556,-0.3333333333,-6.444444444,-4.888888889,0.1111111111,1,224.6666667,128.2222222,0.1688888889,-0.1111111111,1.555555556,0.4444444444,0.1611111111,272.6666667,174.6666667,-1,-5,17.11111111,12.88888889,-1.333333333,-1,185.8888889,75.11111111,-0.6666666667,-0.2222222222,157.6666667,51,0,9.111111111,10,0.3333333333,-0.1111111111,183.8888889,73.88888889,-0.1188888889,0.6666666667,4.888888889,1.333333333,0.1433333333,184.7777778,75.11111111,-14,444.7777778,0,0,1,-1,-2,-1,0,-3,5.08,7.62,15,-1
-1,1,3,3,0,0,16.875,10,2.875,2.5,68.75,34.75,1.25,0.875,44.5,19.125,-0.125,11.5,9,-0.125,0.25,72.875,38.125,0.0925,-0.625,2,0.375,0.16625,71.375,36.25,2,0,11.5,4.625,-0.875,-2,96.25,34.5,-9,-7,68,15.75,0,6.875,5.125,-0.125,0,86.375,25.5,-0.10875,-0.125,-1.625,0.375,0.05875,74.875,15.75,4,212.125,0,0,1,0,-1,0,0,0,0,0,0,2
1,1,3,0,0,0,1.4,0.9,0.7,0.6,5.7,2.2,-23.2,-17.2,-21,-17.7,-0.1,2.8,2.4,-4.8,0.2,-16.8,-14.4,-0.092,0.4,-2.9,-2.8,-0.464,-68.3,-58.5,-1,4,2.7,1.5,-1,-1,1.9,7.6,8.4,6.1,6.3,10.8,0.1,0.3,0.4,-0.1,-0.2,9.3,12.7,0.183,-0.2,0.6,1.3,0.416,27.7,29,6,-166.3,1,-1,1,-1,0,2,0,1,-2.54,7.62,0,4
1,1,3,0,0,0,-25.33333333,-13.33333333,-8,-3.666666667,-163.6666667,-52,1,1.333333333,-127,-26.33333333,-0.3333333333,-18.33333333,-14.66666667,3,0,-170.6666667,-54.33333333,0.3033333333,1,-3,1,1,-180.6666667,-63,0,-1,-8.666666667,-5.666666667,-6.333333333,-4,-129.6666667,-42.66666667,-3.333333333,-3,-107,-27,0,-23.66666667,-17,-0.3333333333,0,-139.3333333,-49.66666667,-0.35,0,-3.666666667,-1.666666667,-0.2733333333,-166.6666667,-73.66666667,-8,-726,0,0,-1,-1,0,1,0,-1,-7.62,2.54,0,2
